"Network generated with CoA and NTP coupled reactions replaced with Pantetheine and Pyrophosphate (respectively), and unbalanced FAD/NAD(P)-dependent half reactions included",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"Delta G cutoff [kJ/mol]",,,,,,,,,,,
"C01728","Mannobiose",1,1,1,1,1,1,1,1,1,1,1,1
"C01732","Mesaconate",1,1,1,1,1,1,1,1,1,1,1,1
"C01742","Palatinose",1,1,1,1,1,1,1,1,1,1,1,1
"C01743","Paromamine",1,1,1,1,1,1,1,1,1,1,0,0
"C01745","Pinosylvin",1,1,1,1,1,1,1,1,1,1,1,0
"C01747","Psychosine",1,1,1,1,1,1,1,1,0,0,0,0
"C01752","Scopoletin",1,1,1,1,1,0,0,0,0,0,0,0
"C01755","Thiocyanate",1,1,1,1,1,1,1,1,1,1,1,1
"C01757","Triacetate",1,1,1,1,1,1,1,1,1,1,1,1
"C01762","Xanthosine",1,1,1,1,1,1,0,0,0,0,0,0
"C01765","(+)-Borneol",1,1,1,1,1,1,1,1,1,1,1,0
"C01769","(S)-Acetoin",1,1,1,1,1,1,1,1,1,1,1,1
"C01771","2-Butenoate",1,0,0,0,0,0,0,0,0,0,0,0
"C01788","CDP-abequose",1,0,0,0,0,0,0,0,0,0,0,0
"C01801","Deoxyribose",1,1,1,1,1,1,1,1,1,1,1,1
"C01804","Discadenine",1,1,1,1,1,1,1,1,1,1,1,0
"C01817","L-Homocystine",1,0,0,0,0,0,0,0,0,0,0,0
"C01818","Hyponitrite",1,1,1,1,1,1,1,1,1,1,1,1
"C01823","Kanamycin C",1,1,1,1,1,1,1,1,1,1,0,0
"C01825","L-Galactose",1,1,1,1,1,1,1,1,0,0,0,0
"C01832","Lauroyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C01841","Pentalenene",1,1,1,1,1,1,1,1,1,1,1,0
"C01845","Propan-2-ol",1,1,1,1,1,1,1,1,1,1,1,0
"C01847","Reduced FMN",1,0,0,0,0,0,0,0,0,0,0,0
"C01857","Thioacetate",1,1,1,1,1,1,1,1,1,1,1,1
"C01860","Trichodiene",1,1,1,1,1,1,1,1,1,1,1,0
"C01861","Trithionate",1,1,1,1,1,1,1,1,1,1,0,0
"C01877","4-Oxoproline",1,1,1,1,1,1,1,1,1,1,1,1
"C01879","Pidolic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C01880","epsilon-Caprolactone",1,0,0,0,0,0,0,0,0,0,0,0
"C01888","Aminoacetone",1,1,1,1,1,1,1,1,1,1,0,0
"C01904","D-Arabitol",1,1,1,1,1,1,1,1,1,1,1,1
"C01909","Dethiobiotin",1,1,1,1,1,1,1,1,0,0,0,0
"C01920","Geranoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C01929","L-Histidinal",1,1,1,1,1,1,1,1,1,0,0,0
"C01934","L-Rhamnonate",1,1,1,1,1,1,1,1,1,1,1,1
"C01944","Octanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C01948","Pentadecanal",1,0,0,0,0,0,0,0,0,0,0,0
"C01959","Taurocyamine",1,1,1,1,1,1,1,1,1,1,1,1
"C01962","Thiocysteine",1,1,1,1,1,1,1,0,0,0,0,0
"C01983","(R)-Mandelate",1,1,1,1,1,1,1,1,0,0,0,0
"C01984","(S)-Mandelate",1,1,1,1,1,1,1,1,0,0,0,0
"C01987","2-Aminophenol",1,1,1,1,1,1,1,1,1,1,1,1
"C01989","3-Ethylmalate",1,1,1,1,1,1,1,1,1,1,1,1
"C01990","3-Oxalomalate",1,1,1,1,1,1,1,1,1,1,1,1
"C01996","Acetylcholine",1,1,1,1,1,1,1,1,0,0,0,0
"C01998","Acrylonitrile",1,1,1,1,1,1,1,1,1,1,1,1
"C02004","Aristolochene",1,1,1,1,1,1,1,1,1,1,1,0
"C02013","Cellotetraose",1,1,1,1,1,1,1,1,1,1,1,0
"C02024","D-Mannuronate",1,1,1,1,1,1,1,1,1,1,1,0
"C02041","Eicosanoyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C02043","Indolelactate",1,1,1,1,1,1,1,1,1,1,1,1
"C02048","Laminaribiose",1,1,1,1,1,1,1,1,1,1,1,1
"C02059","Phylloquinone",1,0,0,0,0,0,0,0,0,0,0,0
"C02067","Pseudouridine",1,1,1,1,1,1,1,1,1,1,1,1
"C02076","Sedoheptulose",1,1,1,1,1,1,1,1,1,1,1,1
"C02083","Styrene oxide",1,1,1,1,1,1,1,1,1,1,1,1
"C02090","Trypanothione",1,0,0,0,0,0,0,0,0,0,0,0
"C02091","(S)-Ureidoglycine",1,1,1,1,1,1,1,1,1,1,1,1
"C02097","dTDP-galactose",1,1,1,1,1,1,0,0,0,0,0,0
"C02107","(S,S)-Tartaric acid",1,1,1,1,1,1,0,0,0,0,0,0
"C02115","2-Methylserine",1,1,1,1,1,1,0,0,0,0,0,0
"C02130","Acetyl-maltose",1,1,1,1,1,1,1,1,1,1,1,1
"C02132","Acetylpyruvate",1,1,1,0,0,0,0,0,0,0,0,0
"C02137","alpha-Oxo-benzeneacetic acid",1,1,1,1,1,1,1,1,0,0,0,0
"C02167","Maleylpyruvate",1,1,1,0,0,0,0,0,0,0,0,0
"C02170","Methylmalonate",1,1,1,1,1,1,1,1,1,1,1,1
"C02183","Phloroglucinol",1,0,0,0,0,0,0,0,0,0,0,0
"C02199","UDP-L-rhamnose",1,0,0,0,0,0,0,0,0,0,0,0
"C02207","beta-Alanopine",1,1,1,1,1,1,1,1,1,1,1,1
"C02214","(E)-Glutaconate",1,1,1,1,1,1,1,1,1,1,1,1
"C02218","Dehydroalanine",1,1,1,1,1,1,1,1,1,1,1,1
"C02220","2-Aminomuconate",1,1,1,1,1,1,1,1,0,0,0,0
"C02222","2-Maleylacetate",1,0,0,0,0,0,0,0,0,0,0,0
"C02223","2-Methylbutanal",1,0,0,0,0,0,0,0,0,0,0,0
"C02225","2-Methylcitrate",1,1,1,1,1,1,1,1,1,1,1,1
"C02226","2-Methylmaleate",1,1,1,1,1,1,1,1,1,1,1,1
"C02232","3-Oxoadipyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C02237","5-Oxo-D-proline",1,1,1,1,1,1,1,1,1,1,1,1
"C02247","Anthraniloyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C02253","Benzoylagmatine",1,1,1,1,1,1,1,1,1,1,1,1
"C02265","D-Phenylalanine",1,1,1,1,1,1,1,1,1,1,1,1
"C02266","D-Xylonolactone",1,1,1,1,1,1,1,1,1,1,1,1
"C02273","Digalacturonate",1,1,1,1,1,1,1,1,1,1,1,0
"C02280","GDP-L-galactose",1,1,1,1,1,1,0,0,0,0,0,0
"C02291","L-Cystathionine",1,1,1,1,1,1,1,1,1,1,1,1
"C02295","Methylitaconate",1,1,1,1,1,1,1,1,1,1,1,0
"C02305","Phosphocreatine",1,1,1,1,1,1,1,1,1,0,0,0
"C02306","Phosphoramidate",1,1,1,1,1,1,1,1,1,1,1,1
"C02330","UDP-L-iduronate",1,1,1,1,1,1,1,1,1,1,0,0
"C02331","Vinylacetyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C02335","beta-Alanyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C02336","beta-D-Fructose",1,1,1,1,1,1,1,1,1,1,1,1
"C02341","trans-Aconitate",1,1,1,1,1,1,1,1,1,1,1,1
"C02344","(-)-endo-Fenchol",1,1,1,1,1,1,1,1,1,1,1,0
"C02348","(R)(-)-Allantoin",1,1,1,1,1,1,1,1,1,1,1,1
"C02350","(S)-Allantoin",1,1,1,1,1,1,1,1,1,1,1,1
"C02353","2',3'-Cyclic AMP",1,1,1,1,1,0,0,0,0,0,0,0
"C02354","2',3'-Cyclic CMP",1,1,1,1,1,0,0,0,0,0,0,0
"C02355","2',3'-Cyclic UMP",1,1,1,1,1,0,0,0,0,0,0,0
"C02360","2-Hydroxyadipate",1,1,1,1,1,1,1,1,1,1,1,1
"C02362","2-Oxosuccinamate",1,1,1,1,1,1,1,1,0,0,0,0
"C02376","5-Methylcytosine",1,1,1,1,1,1,0,0,0,0,0,0
"C02378","6-Aminohexanoate",1,0,0,0,0,0,0,0,0,0,0,0
"C02385","Amino acid(Arg-)",1,1,1,1,1,1,1,1,1,1,1,1
"C02394","Cinnamyl alcohol",1,0,0,0,0,0,0,0,0,0,0,0
"C02405","Formyl phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C02411","Glutaconyl-1-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C02426","L-Glyceraldehyde",1,1,1,1,1,1,1,1,1,1,1,1
"C02427","L-Homocitrulline",1,1,1,1,1,1,1,1,1,1,1,1
"C02431","L-Rhamnofuranose",1,1,1,1,1,1,1,1,1,1,1,1
"C02442","N-Methyltyramine",1,1,1,1,1,1,1,1,1,1,1,1
"C02457","Propane-1,3-diol",1,1,1,1,1,1,1,1,1,1,1,1
"C02462","Sabinene hydrate",1,1,1,1,1,1,1,1,1,1,1,0
"C02463","Precorrin 2",1,1,1,1,1,1,1,1,1,1,1,0
"C02466","Trimetaphosphoric acid",1,1,1,1,1,1,1,1,1,1,1,1
"C02469","Uroporphyrin III",1,1,1,1,1,1,1,1,1,1,1,0
"C02470","Xanthurenic acid",1,1,1,0,0,0,0,0,0,0,0,0
"C02480","cis,cis-Muconate",1,1,1,0,0,0,0,0,0,0,0,0
"C02486","(3R)-beta-Leucine",1,1,1,1,1,1,1,1,0,0,0,0
"C02488","(R)-2-Ethylmalate",1,1,1,1,1,1,1,1,1,1,1,1
"C02501","2-Hydroxymuconate",1,1,1,1,1,1,1,1,1,1,0,0
"C02504","alpha-Isopropylmalate",1,1,1,1,1,1,1,1,0,0,0,0
"C02505","2-Phenylacetamide",1,1,1,1,1,1,1,1,1,1,1,1
"C02512","3-Cyano-L-alanine",1,1,1,1,1,1,1,1,1,1,1,1
"C02514","3-Fumarylpyruvate",1,1,1,0,0,0,0,0,0,0,0,0
"C02527","Butanoylphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C02532","O-Phospho-D-serine",1,1,1,1,1,1,1,1,1,1,1,0
"C02557","Methylmalonyl-CoA",1,1,1,1,1,1,1,1,1,1,1,0
"C02564","N-Feruloylglycine",1,1,1,1,1,0,0,0,0,0,0,0
"C02565","N-Methylhydantoin",1,1,1,1,1,1,1,1,1,1,1,1
"C02569","Neryl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C02572","5-O-Feruloylquinic acid",1,1,1,1,1,0,0,0,0,0,0,0
"C02587","Pyrimidodiazepine",1,0,0,0,0,0,0,0,0,0,0,0
"C02591","Sucrose 6'-phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C02593","Tetradecanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C02612","(R)-2-Methylmalate",1,1,1,1,1,1,1,1,1,1,1,1
"C02614","(S)-2-Methylmalate",1,1,1,1,1,1,1,1,1,1,1,1
"C02627","2-Deoxystreptamine",1,1,1,1,1,1,1,1,1,1,1,1
"C02630","2-Hydroxyglutarate",1,1,1,1,1,1,1,1,1,1,1,1
"C02631","2-Isopropylmaleate",1,1,1,1,1,1,1,1,0,0,0,0
"C02637","3-Dehydroshikimate",1,1,1,1,1,1,1,1,1,1,1,1
"C02642","3-Ureidopropionate",1,1,1,1,1,1,1,1,1,1,1,1
"C02646","4-Coumaryl alcohol",1,0,0,0,0,0,0,0,0,0,0,0
"C02647","4-Guanidinobutanal",1,1,1,1,1,1,1,1,1,1,1,1
"C02655","6-Acetyl-D-glucose",1,1,1,1,1,1,1,1,1,1,1,1
"C02656","Pimelate",1,1,1,1,1,1,1,1,0,0,0,0
"C02657","6-Methylsalicylate",1,0,0,0,0,0,0,0,0,0,0,0
"C02659","Acetone cyanohydrin",1,1,1,1,1,1,1,1,1,1,1,0
"C02666","Coniferyl aldehyde",1,1,1,1,0,0,0,0,0,0,0,0
"C02669","D-Galactono-1,5-lactone",1,1,1,1,1,1,1,1,1,1,1,0
"C02670","D-Glucuronolactone",1,1,1,1,1,1,0,0,0,0,0,0
"C02675","Dihydrobiochanin A",1,0,0,0,0,0,0,0,0,0,0,0
"C02693","(Indol-3-yl)acetamide",1,1,1,1,1,1,1,1,1,1,1,1
"C02700","L-Formylkynurenine",1,0,0,0,0,0,0,0,0,0,0,0
"C02703","L-Serine O-sulfate",1,1,1,1,1,1,1,1,1,1,0,0
"C02704","Monomethyl sulfate",1,1,1,1,1,1,1,1,1,1,0,0
"C02709","N-(Acetyloxy)benzenamine",1,1,1,1,1,1,1,1,1,1,1,1
"C02710","N-Acetyl-L-leucine",1,1,1,1,1,1,1,1,0,0,0,0
"C02714","N-Acetylputrescine",1,1,1,1,1,1,1,1,1,1,1,1
"C02717","N-Feruloyltyramine",1,1,1,1,1,0,0,0,0,0,0,0
"C02718","N-Formiminoglycine",1,1,1,1,1,1,0,0,0,0,0,0
"C02720","Hydroxylaminobenzene",1,1,1,1,1,1,1,1,1,1,1,1
"C02723","N-Methylputrescine",1,1,1,1,1,1,1,1,1,1,1,1
"C02726","Phosphoagmatine",1,1,1,1,1,1,1,1,1,1,1,1
"C02727","N6-Acetyl-L-lysine",1,1,1,1,1,1,1,1,1,1,1,1
"C02730","2-Succinylbenzoate",1,1,1,1,1,1,1,1,1,1,1,1
"C02734","Phenolic phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C02739","1-(5-Phospho-D-ribosyl)-ATP",1,1,1,1,1,1,1,1,1,1,1,1
"C02741","Phosphoribosyl-AMP",1,1,1,1,1,1,1,1,1,1,1,1
"C02744","Psychosine sulfate",1,1,1,1,1,1,1,1,0,0,0,0
"C02752","Triacetate lactone",1,1,1,1,1,1,1,1,1,1,1,1
"C02753","D-Xylono-1,4-lactone",1,1,1,1,1,1,1,1,0,0,0,0
"C02763","2-Hydroxy-3-phenylpropenoate",1,1,1,1,1,1,1,1,1,1,1,1
"C02780","2,5-Didehydro-D-gluconate",1,0,0,0,0,0,0,0,0,0,0,0
"C02787","2-Methylpropanamine",1,1,1,1,1,1,1,1,0,0,0,0
"C02798","3-Phosphonopyruvate",1,1,1,1,1,1,1,1,1,1,0,0
"C02800","4,5-Dioxopentanoate",1,1,1,1,1,1,1,1,1,1,1,0
"C02827","D-Glucose 6-sulfate",1,1,1,1,1,1,1,1,1,1,0,0
"C02835","Imidazole-4-acetate",1,1,1,1,1,1,1,1,1,1,1,1
"C02837","L-Lysine 1,6-lactam",1,1,1,1,1,1,1,1,1,1,1,1
"C02876","Propanoyl phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C02888","Sorbose 1-phosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C02895","Xylitol 5-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C02912","(R)-Propane-1,2-diol",1,1,1,1,1,1,1,1,1,1,1,1
"C02917","(S)-Propane-1,2-diol",1,1,1,1,1,1,1,1,1,1,1,1
"C02918","1-Methylnicotinamide",1,1,1,1,0,0,0,0,0,0,0,0
"C02926","Homoserine lactone",1,1,1,1,1,1,1,1,1,1,1,1
"C02927","2-Caffeoylisocitrate",1,1,1,1,1,0,0,0,0,0,0,0
"C02930","2-Methyleneglutarate",1,1,1,1,1,1,1,1,1,1,1,0
"C02934","3-Dehydrosphinganine",1,1,1,1,1,1,1,1,0,0,0,0
"C02937","Indole-3-acetaldehyde oxime",1,1,1,1,1,1,1,1,1,1,1,1
"C02938","3-Indoleacetonitrile",1,1,1,1,1,1,1,1,1,1,1,1
"C02939","3-Methylbutanoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,0
"C02944","3-cis-Dodecenoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C02946","4-Acetamidobutanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C02947","4-Coumaroylshikimate",1,1,1,1,1,1,1,1,1,1,1,1
"C02948","4-Hydroxyhexan-3-one",1,1,1,1,1,1,1,1,1,1,1,1
"C02949","4-Hydroxybenzoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C02962","D-Allose 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C02964","4-O-beta-D-Glucopyranosyl-D-mannose",1,1,1,1,1,1,1,1,1,1,1,1
"C02977","GDP-6-deoxy-D-talose",1,1,1,1,1,1,0,0,0,0,0,0
"C02979","Glycerol 2-phosphate",1,1,1,1,1,1,1,1,1,0,0,0
"C02983","Abrine",1,1,1,1,1,1,1,1,1,1,1,1
"C02985","L-Fucose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C02991","L-Rhamnono-1,4-lactone",1,1,1,1,1,1,1,1,1,1,1,1
"C02993","Kyotorphin",1,1,1,1,1,1,1,1,1,1,1,1
"C02995","Maltose 6'-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C02997","N-Acetyl-L-histidine",1,1,1,1,1,1,1,1,1,1,1,1
"C03002","N-Caffeoylputrescine",1,1,1,1,1,0,0,0,0,0,0,0
"C03003","N-Glucosylnicotinate",1,1,1,1,0,0,0,0,0,0,0,0
"C03005","N-Methylanthranilate",1,1,1,1,1,1,1,1,1,1,1,1
"C03015","O-Carbamoyl-L-serine",1,1,1,1,1,1,0,0,0,0,0,0
"C03030","Uracil 5-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C03034","dTDP-D-galacturonate",1,1,1,1,1,1,0,0,0,0,0,0
"C03044","(R,R)-Butane-2,3-diol",1,1,1,1,1,1,1,1,1,1,1,1
"C03046","(S,S)-Butane-2,3-diol",1,1,1,1,1,1,1,1,1,1,1,1
"C03047","Arcaine",1,1,1,1,1,1,1,1,1,1,1,1
"C03058","2-Hydroxyglutaryl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C03062","2-O-Caffeoylglucarate",1,1,1,1,1,0,0,0,0,0,0,0
"C03063","2-Oxohept-3-enedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C03065","3-Guanidinopropanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C03067","3-Hydroxybenzaldehyde",1,1,1,1,0,0,0,0,0,0,0,0
"C03069","3-Methylcrotonyl-CoA",1,1,1,1,1,1,1,1,1,1,1,0
"C03078","4-Guanidinobutanamide",1,1,1,1,1,1,1,1,1,0,0,0
"C03079","4-Hydroxy-L-glutamate",1,1,1,1,1,1,1,1,1,1,1,1
"C03082","4-Phospho-L-aspartate",1,1,1,1,1,1,1,1,0,0,0,0
"C03087","5-Acetamidopentanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C03089","5-Methylthio-D-ribose",1,1,1,1,1,1,1,1,1,1,1,1
"C03090","5-Phosphoribosylamine",1,1,1,1,1,1,1,1,1,1,1,1
"C03107","D-Glucono-1,4-lactone",1,0,0,0,0,0,0,0,0,0,0,0
"C03115","Farnesyl triphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C03117","GDP-6-deoxy-D-mannose",1,1,1,1,1,1,0,0,0,0,0,0
"C03124","beta-L-Aspartylhydroxamate",1,1,1,1,1,1,1,1,1,1,1,1
"C03134","N,N-Dimethylformamide",1,1,1,1,1,1,1,1,0,0,0,0
"C03139","N-Amidino-L-aspartate",1,1,1,1,1,1,1,1,1,1,1,1
"C03141","N-Benzoylanthranilate",1,0,0,0,0,0,0,0,0,0,0,0
"C03142","N-D-Glucosylarylamine",1,1,1,1,1,1,1,1,1,1,0,0
"C03145","N-Formylmethionine",1,1,1,1,1,1,1,1,1,1,1,1
"C03147","N-Malonylanthranilate",1,0,0,0,0,0,0,0,0,0,0,0
"C03149","N-Phosphotaurocyamine",1,1,1,1,1,1,1,1,1,0,0,0
"C03150","Nicotinamide-beta-riboside",1,1,1,1,0,0,0,0,0,0,0,0
"C03156","O-Feruloylgalactarate",1,1,1,1,1,0,0,0,0,0,0,0
"C03160","2-Succinylbenzoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C03166","Phosphoguanidinoacetate",1,1,1,1,1,1,1,1,1,0,0,0
"C03167","Phosphonoacetaldehyde",1,1,1,1,1,1,1,1,1,1,0,0
"C03170","Trypanothione disulfide",1,0,0,0,0,0,0,0,0,0,0,0
"C03172","S-Methyl-L-methionine",1,1,1,1,1,1,1,1,1,1,1,1
"C03174","S-Succinylglutathione",1,0,0,0,0,0,0,0,0,0,0,0
"C03175","Shikimate 3-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C03187","dTDP-6-deoxy-beta-L-talose",1,1,1,1,1,1,0,0,0,0,0,0
"C03189","DL-Glycerol 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C03190","(+)-Bornyl-diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C03194","(R)-1-Aminopropan-2-ol",1,1,1,1,1,1,1,1,1,1,0,0
"C03204","10-Formyldihydrofolate",1,1,1,1,1,1,0,0,0,0,0,0
"C03210","Alanopine",1,1,1,1,1,1,1,1,1,1,1,1
"C03217","2-Hydroxy-3-oxoadipate",1,1,1,1,1,1,1,1,1,1,1,1
"C03220","(2Z,6E)-Farnesol",1,1,1,1,1,1,1,1,1,1,1,0
"C03221","2-trans-Dodecenoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C03223","3,4-Dihydroxyphthalate",1,1,1,1,1,1,1,1,1,1,1,1
"C03227","3-Hydroxy-L-kynurenine",1,1,1,0,0,0,0,0,0,0,0,0
"C03231","3-Methylglutaconyl-CoA",1,1,1,1,1,1,1,1,1,1,1,0
"C03232","3-Phosphonooxypyruvate",1,1,1,1,1,1,1,1,1,1,1,1
"C03233","4,5-Dihydroxyphthalate",1,1,1,1,1,1,1,1,1,1,1,1
"C03239","6-Amino-2-oxohexanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C03240","6-Deoxyerythronolide B",1,0,0,0,0,0,0,0,0,0,0,0
"C03241","6-Hydroxyhexan-6-olide",1,0,0,0,0,0,0,0,0,0,0,0
"C03248","Acetylenedicarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C03263","Coproporphyrinogen III",1,1,1,1,1,1,1,1,1,1,1,0
"C03267","beta-D-Fructose 2-phosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C03273","5-Oxopentanoate",1,1,1,1,1,1,1,1,1,1,1,0
"C03277","Imidazol-5-yl-pyruvate",1,1,1,1,1,1,1,1,1,1,1,1
"C03283","L-2,4-Diaminobutanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C03284","L-3-Amino-isobutanoate",1,1,1,1,1,1,1,1,1,0,0,0
"C03287","L-Glutamyl 5-phosphate",1,1,1,1,1,1,1,1,0,0,0,0
"C03289","L-xylo-Hexulonolactone",1,0,0,0,0,0,0,0,0,0,0,0
"C03290","L-threo-3-Phenylserine",1,1,1,1,1,1,1,1,0,0,0,0
"C03291","L-Xylulose 5-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C03296","N2-Succinyl-L-arginine",1,1,1,1,1,1,1,1,1,1,1,1
"C03298","Nalpha-Methylhistidine",1,1,1,1,1,1,1,1,1,1,1,1
"C03313","Phylloquinol",1,0,0,0,0,0,0,0,0,0,0,0
"C03319","dTDP-L-rhamnose",1,1,1,1,1,1,0,0,0,0,0,0
"C03341","2-Amino-4-oxopentanoic acid",1,1,1,1,1,1,1,1,0,0,0,0
"C03344","2-Methylacetoacetyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C03345","2-Methylbut-2-enoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C03351","3-Hydroxybenzyl alcohol",1,0,0,0,0,0,0,0,0,0,0,0
"C03354","3-Methylthiopropanamine",1,1,1,1,1,1,1,1,1,1,1,1
"C03366","5-Phosphonooxy-L-lysine",1,1,1,1,1,1,1,1,1,1,1,1
"C03373","Aminoimidazole ribotide",1,1,1,1,1,1,1,1,1,1,1,1
"C03375","Norspermidine",1,1,1,1,1,1,1,1,1,1,1,1
"C03383","D-Galactono-1,4-lactone",1,1,1,1,1,1,1,1,1,1,1,0
"C03387","D-Glucurono-6,2-lactone",1,1,1,1,1,1,1,0,0,0,0,0
"C03393","4-Phospho-D-erythronate",1,1,1,1,1,1,1,1,1,1,1,1
"C03394","Erythrulose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C03406","N-(L-Arginino)succinate",1,1,1,1,1,1,1,1,1,1,1,1
"C03409","N-Formimino-L-aspartate",1,1,1,1,1,1,1,1,1,1,1,1
"C03415","N2-Succinyl-L-ornithine",1,1,1,1,1,1,1,1,1,1,1,1
"C03427","Prephytoene diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C03428","Presqualene diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C03431","S-Inosyl-L-homocysteine",1,1,1,1,1,1,1,1,1,1,1,1
"C03440","cis-4-Hydroxy-D-proline",1,1,1,1,1,1,1,1,1,1,1,1
"C03442","dTDP-L-dihydrostreptose",1,1,1,1,1,1,0,0,0,0,0,0
"C03451","(R)-S-Lactoylglutathione",1,0,0,0,0,0,0,0,0,0,0,0
"C03453","gamma-Oxalocrotonate",1,1,1,1,1,1,1,1,1,1,0,0
"C03459","2-Hydroxy-3-oxosuccinate",1,1,1,1,1,1,1,1,1,1,1,1
"C03460","2-Methylprop-2-enoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C03461","2-trans,6-trans-Farnesal",1,1,1,1,1,1,1,1,1,1,1,0
"C03479","Folinic acid",1,0,0,0,0,0,0,0,0,0,0,0
"C03483","Adenosine tetraphosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C03486","CDP-N-methylethanolamine",1,1,1,1,1,1,1,1,0,0,0,0
"C03492","D-4'-Phosphopantothenate",1,1,1,1,1,1,1,0,0,0,0,0
"C03493","D-4-Hydroxyphenylglycine",1,1,1,1,1,0,0,0,0,0,0,0
"C03495","Deoxy-5-methylcytidylate",1,1,1,1,1,1,0,0,0,0,0,0
"C03506","Indoleglycerol phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C03508","L-2-Amino-3-oxobutanoic acid",1,1,1,1,1,1,1,1,1,1,0,0
"C03519","N-Acetyl-L-phenylalanine",1,1,1,1,1,1,1,1,1,1,1,1
"C03539","S-Ribosyl-L-homocysteine",1,1,1,1,1,1,1,1,1,1,1,1
"C03546","myo-Inositol 4-phosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C03548","trans-2,3-Epoxysuccinate",1,1,1,1,1,1,1,1,1,1,1,1
"C03557","2-Aminoethylphosphonate",1,1,1,1,1,1,1,1,1,1,0,0
"C03561","(R)-3-Hydroxybutanoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C03564","1-Pyrroline-2-carboxylate",1,1,1,1,1,1,1,1,1,1,1,0
"C03582","Resveratrol",1,1,1,1,1,1,1,1,1,1,1,1
"C03584","3-(Uracil-1-yl)-L-alanine",1,1,1,1,1,1,1,1,1,1,1,1
"C03586","2-Oxo-2,3-dihydrofuran-5-acetate",1,1,1,0,0,0,0,0,0,0,0,0
"C03589","4-Hydroxy-2-oxopentanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C03590","4-Hydroxyphenylglyoxylate",1,1,1,1,1,0,0,0,0,0,0,0
"C03598","CDP-3,6-dideoxy-D-glucose",1,0,0,0,0,0,0,0,0,0,0,0
"C03599","CDP-3,6-dideoxy-D-mannose",1,0,0,0,0,0,0,0,0,0,0,0
"C03600","Carboxymethyloxysuccinate",1,1,1,1,1,1,1,1,1,1,1,1
"C03614","Inosine 5'-tetraphosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C03618","L-threo-3-Methylaspartate",1,1,1,1,1,1,1,1,1,1,1,1
"C03626","NG,NG-Dimethyl-L-arginine",1,0,0,0,0,0,0,0,0,0,0,0
